004911053 BAS   L $$aVIS
004911054 BAS   L $$aVIS
004911055 BAS   L $$aVIS
004911056 BAS   L $$aVIS
004911057 BAS   L $$aVIS
004911058 BAS   L $$aVIS
004911059 BAS   L $$aVIS
004911060 BAS   L $$aVIS
004911061 BAS   L $$aVIS
004911062 BAS   L $$aVIS
004911063 BAS   L $$aVIS
004911064 BAS   L $$aVIS
004911065 BAS   L $$aVIS
004911066 BAS   L $$aVIS
004911067 BAS   L $$aVIS
004911068 BAS   L $$aVIS
004911069 BAS   L $$aVIS
004911070 BAS   L $$aVIS
004911071 BAS   L $$aVIS
004911072 BAS   L $$aVIS
004911073 BAS   L $$aVIS
004911074 BAS   L $$aVIS
004911075 BAS   L $$aVIS
004911076 BAS   L $$aVIS
004911077 BAS   L $$aVIS
004911078 BAS   L $$aVIS
004911079 BAS   L $$aVIS
004911080 BAS   L $$aVIS
004911081 BAS   L $$aVIS
004911082 BAS   L $$aVIS
004911083 BAS   L $$aVIS
004911084 BAS   L $$aVIS
004911085 BAS   L $$aVIS
004911086 BAS   L $$aVIS
004911087 BAS   L $$aVIS
004911088 BAS   L $$aVIS
004911089 BAS   L $$aVIS
004911090 BAS   L $$aVIS
004911091 BAS   L $$aVIS
004911092 BAS   L $$aVIS
004911093 BAS   L $$aVIS
004911094 BAS   L $$aVIS
004911095 BAS   L $$aVIS
004911096 BAS   L $$aVIS
004911097 BAS   L $$aVIS
004911098 BAS   L $$aVIS
004911099 BAS   L $$aVIS
004911100 BAS   L $$aVIS
004911101 BAS   L $$aVIS
004911102 BAS   L $$aVIS
004911103 BAS   L $$aVIS
004911104 BAS   L $$aVIS
004911105 BAS   L $$aVIS
